state,latitude,longitude,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,ambience,parking,dietaryRestrictions,waiterService,smoking,caters,recommendedFor,goodForGroups,goodForKids,outdoorSeating
AZ,1,1,3,TRUE,none,average,casual,2,FALSE,[],['lot'],,TRUE,,TRUE,[],TRUE,,TRUE
NV,1,1,3,FALSE,beer_and_wine,average,casual,2,FALSE,['casual'],"['garage', 'valet']",,FALSE,,FALSE,"['latenight', 'dinner']",TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],[],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,3,TRUE,none,quiet,casual,1,FALSE,[],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
NV,1,1,3,TRUE,none,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,,,FALSE,['dinner'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,,,2,FALSE,,['lot'],,,,,,,,TRUE
NV,1,1,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,TRUE
NV,1,1,2.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,4,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
WI,3,2,4,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,4,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,3.5,TRUE,none,,,2,,,['lot'],,TRUE,,,,,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,1,FALSE,['divey'],['lot'],,TRUE,outdoor,FALSE,['latenight'],TRUE,,TRUE
NV,1,1,4,TRUE,full_bar,average,dressy,3,FALSE,['upscale'],"['garage', 'valet']",,FALSE,no,FALSE,['dinner'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,1,FALSE,['casual'],['street'],,TRUE,,TRUE,['brunch'],TRUE,,TRUE
PA,2,2,3.5,TRUE,full_bar,loud,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,[],TRUE,,FALSE
QC,3,2,4,TRUE,full_bar,average,casual,2,FALSE,['trendy'],['street'],,TRUE,,FALSE,['brunch'],TRUE,,TRUE
AZ,1,1,4,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,FALSE,no,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,1,TRUE,['divey'],['lot'],,FALSE,,TRUE,"['lunch', 'dinner']",FALSE,,TRUE
AZ,1,1,2,FALSE,none,average,casual,1,TRUE,['casual'],['lot'],,FALSE,,FALSE,['latenight'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,quiet,casual,1,FALSE,['divey'],['lot'],,TRUE,,FALSE,['latenight'],TRUE,FALSE,TRUE
NV,1,1,4.5,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
NC,1,2,2.5,TRUE,beer_and_wine,average,casual,1,TRUE,['hipster'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,loud,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
NV,1,1,3,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
NC,1,2,4,TRUE,none,average,casual,1,FALSE,['casual'],['street'],,TRUE,,FALSE,['breakfast'],FALSE,,TRUE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,FALSE,['dinner'],TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,average,casual,1,FALSE,[],[],,TRUE,,TRUE,[],TRUE,,FALSE
NV,1,1,3,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,,['latenight'],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,quiet,casual,1,FALSE,[],[],,TRUE,,TRUE,[],TRUE,,FALSE
NV,1,1,4,TRUE,full_bar,average,casual,1,FALSE,['divey'],['lot'],,,,FALSE,['breakfast'],TRUE,,FALSE
NV,1,1,3.5,TRUE,full_bar,average,,3,,['casual'],['valet'],,,yes,,,TRUE,,FALSE
NV,1,1,3.5,TRUE,none,,,2,,,['street'],,,,,,TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,3.5,TRUE,none,,,1,,,['lot'],,,,,,,,TRUE
NV,1,1,3.5,FALSE,none,,,2,,,['lot'],,,,,,,,FALSE
QC,3,2,3.5,TRUE,none,,,1,,,,,TRUE,,,,TRUE,,FALSE
NC,1,2,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,outdoor,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,1,FALSE,['divey'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,TRUE,FALSE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['divey'],['lot'],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,TRUE,TRUE
NV,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['brunch'],TRUE,TRUE,FALSE
NV,1,1,2.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],"['garage', 'valet']",,FALSE,,FALSE,['lunch'],TRUE,,FALSE
NV,1,1,4,FALSE,none,quiet,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
NV,1,1,2.5,TRUE,none,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
SC,1,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['dinner', 'brunch']",TRUE,,TRUE
NV,1,1,4,TRUE,full_bar,average,casual,2,FALSE,['intimate'],"['lot', 'valet']",,TRUE,,FALSE,['dinner'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,2,FALSE,['casual'],['lot'],,TRUE,no,TRUE,['breakfast'],TRUE,,TRUE
NV,1,1,3,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,FALSE,"['latenight', 'dinner']",TRUE,,TRUE
NV,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,"['brunch', 'breakfast']",TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,quiet,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['brunch'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],[],,,,,['lunch'],TRUE,,FALSE
PA,2,2,4,TRUE,full_bar,average,,2,,['hipster'],['street'],,,yes,,,TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,average,,2,,['casual'],['street'],,,outdoor,,,TRUE,,TRUE
NV,1,1,3.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
NV,1,1,4.5,TRUE,none,,,1,TRUE,,['lot'],,,,,,,,TRUE
AZ,1,1,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,3,FALSE,none,,,1,,,['lot'],,TRUE,,,,,,FALSE
NV,1,1,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,yes,FALSE,['latenight'],TRUE,,FALSE
AZ,1,1,2,TRUE,full_bar,loud,casual,2,FALSE,['casual'],[],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
PA,2,2,3,TRUE,none,average,casual,1,FALSE,['casual'],['street'],,FALSE,,TRUE,"['brunch', 'breakfast']",TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,TRUE,TRUE
NV,1,1,3,TRUE,none,average,casual,1,FALSE,[],[],,TRUE,,FALSE,['brunch'],TRUE,,TRUE
NV,1,1,3,FALSE,full_bar,loud,casual,2,FALSE,['casual'],['garage'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,TRUE,FALSE
AZ,1,1,3.5,FALSE,full_bar,average,casual,2,TRUE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,,TRUE
AZ,1,1,3,TRUE,none,loud,casual,2,FALSE,[],[],,TRUE,,FALSE,['lunch'],FALSE,,FALSE
NV,1,1,3.5,FALSE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,loud,casual,1,FALSE,[],['garage'],,TRUE,,TRUE,['brunch'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,FALSE,"['brunch', 'breakfast']",TRUE,,FALSE
NV,1,1,3.5,TRUE,none,quiet,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
NC,1,2,3,FALSE,none,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,FALSE,['breakfast'],TRUE,,TRUE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,FALSE,['lunch'],TRUE,,TRUE
NV,1,1,3,TRUE,beer_and_wine,loud,casual,2,FALSE,['casual'],['garage'],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],[],,FALSE,,TRUE,[],TRUE,,TRUE
NV,1,1,3,TRUE,full_bar,average,casual,2,FALSE,['casual'],['garage'],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,,['dinner'],TRUE,,TRUE
AZ,1,1,2.5,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,4,TRUE,full_bar,average,,1,,['divey'],['lot'],,,outdoor,,,TRUE,,TRUE
AZ,1,1,3,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
PA,2,2,4.5,TRUE,none,,,1,,,['street'],,,,,,,,FALSE
AZ,1,1,4,FALSE,none,,,2,,,['lot'],,TRUE,,,,,,FALSE
AZ,1,1,4,FALSE,full_bar,average,casual,2,FALSE,[],['lot'],,TRUE,yes,,[],TRUE,,FALSE
NC,1,2,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,TRUE,['dinner'],TRUE,TRUE,TRUE
NV,1,1,4,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,"['lunch', 'brunch']",TRUE,,FALSE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,quiet,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['dinner'],TRUE,,FALSE
AZ,1,1,4,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
NV,1,1,3,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,3,FALSE,['upscale'],"['garage', 'valet']",,TRUE,,TRUE,['dinner'],TRUE,,TRUE
PA,2,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['street'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,4,TRUE,full_bar,quiet,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['brunch'],TRUE,,FALSE
NV,1,1,4,TRUE,none,quiet,casual,1,FALSE,[],[],,FALSE,,TRUE,[],TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,quiet,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['brunch'],TRUE,,TRUE
AZ,1,1,3,TRUE,none,,casual,1,FALSE,[],[],,FALSE,,TRUE,['breakfast'],TRUE,,TRUE
AZ,1,1,3,FALSE,none,quiet,casual,1,,['casual'],[],,,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,3,TRUE,none,,casual,2,FALSE,,['lot'],,,,,['brunch'],TRUE,,FALSE
AZ,1,1,4.5,FALSE,none,,,,FALSE,,[],,,,,[],,,FALSE
QC,3,2,4.5,TRUE,none,,,1,FALSE,,['street'],,,,,,,,FALSE
AZ,1,1,4,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
NV,1,1,3.5,TRUE,none,,,1,,,[],,,,,,,,FALSE
NV,1,1,4,TRUE,none,,,2,,,['garage'],,TRUE,,,,,,FALSE
NV,1,1,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['hipster'],['street'],,TRUE,no,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,FALSE,full_bar,average,casual,2,TRUE,[],['lot'],,FALSE,outdoor,FALSE,"['latenight', 'dinner']",TRUE,,TRUE
PA,2,2,4.5,TRUE,none,average,casual,1,FALSE,['casual'],['street'],,TRUE,,FALSE,['breakfast'],TRUE,TRUE,TRUE
AZ,1,1,3.5,TRUE,full_bar,average,casual,1,FALSE,['divey'],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,4,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,TRUE,FALSE
NV,1,1,2.5,FALSE,full_bar,average,casual,2,FALSE,['casual'],"['garage', 'valet']",,TRUE,,FALSE,"['latenight', 'lunch', 'breakfast']",TRUE,TRUE,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,TRUE,TRUE
NC,1,2,3.5,TRUE,full_bar,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,FALSE
NV,1,1,3,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,4,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,2.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['latenight', 'lunch', 'dinner']",TRUE,,FALSE
QC,3,2,4,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['street'],,TRUE,,FALSE,"['dessert', 'brunch']",TRUE,,FALSE
AZ,1,1,2.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,FALSE,['dinner'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,[],[],,,,TRUE,['lunch'],TRUE,,TRUE
PA,2,2,3,TRUE,none,,,2,,,['lot'],,,,,,,,TRUE
AZ,1,1,3,TRUE,none,,,2,,,[],,,,,,,,TRUE
AZ,1,1,3.5,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,4,TRUE,none,,,1,,,['lot'],,TRUE,,,,,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],"['garage', 'lot']",,FALSE,outdoor,FALSE,"['lunch', 'dinner']",TRUE,,TRUE
WI,3,2,4.5,TRUE,beer_and_wine,average,casual,1,FALSE,['hipster'],['street'],,TRUE,no,FALSE,['breakfast'],TRUE,,TRUE
NV,1,1,2.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],[],,TRUE,,FALSE,['dessert'],TRUE,,FALSE
AZ,1,1,4,TRUE,beer_and_wine,quiet,casual,2,TRUE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,,FALSE
WI,3,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['trendy'],"['garage', 'lot']",,FALSE,,TRUE,['dinner'],TRUE,,TRUE
NV,1,1,2.5,TRUE,none,average,casual,1,FALSE,[],['lot'],,TRUE,,FALSE,[],TRUE,,FALSE
WI,3,2,4.5,TRUE,beer_and_wine,average,casual,2,TRUE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,,FALSE
AZ,1,1,4,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
PA,2,2,3.5,TRUE,full_bar,average,casual,2,TRUE,['casual'],['street'],,TRUE,,FALSE,['dinner'],TRUE,,TRUE
NV,1,1,4.5,TRUE,full_bar,average,dressy,3,FALSE,['classy'],"['garage', 'valet']",,TRUE,,FALSE,['dinner'],TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
NC,1,2,3.5,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,,,,['lunch'],TRUE,,TRUE
NV,1,1,4,TRUE,full_bar,very_loud,,2,,['touristy'],[],,,yes,,,TRUE,,FALSE
NV,1,1,3,TRUE,full_bar,average,,3,,['casual'],[],,,yes,,,TRUE,,FALSE
NV,1,1,3,TRUE,full_bar,average,,1,,['casual'],['lot'],,,yes,,,TRUE,,FALSE
AZ,1,1,4,TRUE,none,,,1,,,['lot'],,,,,,,,TRUE
NC,1,2,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,TRUE
AZ,1,1,3.5,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,1.5,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
AZ,1,1,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,4,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NC,1,2,3.5,TRUE,none,,,4,,,['lot'],,,,,,,,FALSE
PA,2,2,4,TRUE,none,,,2,,,[],,TRUE,,,,,,FALSE
PA,2,2,2.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['garage'],,TRUE,outdoor,FALSE,"['latenight', 'dinner']",TRUE,,TRUE
NV,1,1,3,TRUE,beer_and_wine,loud,casual,1,FALSE,['casual'],['garage'],,FALSE,,FALSE,"['brunch', 'breakfast']",TRUE,TRUE,FALSE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,TRUE,TRUE
AZ,1,1,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,,FALSE
NC,1,2,3,TRUE,full_bar,average,casual,2,TRUE,['casual'],"['garage', 'valet']",,FALSE,,TRUE,['dinner'],TRUE,,TRUE
NV,1,1,4,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
QC,3,2,4.5,TRUE,none,average,casual,1,FALSE,['casual'],['street'],,FALSE,,FALSE,['lunch'],FALSE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,2.5,TRUE,full_bar,average,casual,2,FALSE,['trendy'],['garage'],,FALSE,,FALSE,['dinner'],TRUE,,FALSE
NV,1,1,4,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
NV,1,1,4,FALSE,none,quiet,casual,2,TRUE,"['intimate', 'classy', 'casual']",['lot'],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,['casual'],"['street', 'lot']",,FALSE,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,4,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NC,1,2,4,TRUE,beer_and_wine,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,,['breakfast'],TRUE,,TRUE
NC,1,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,,"['dinner', 'brunch']",TRUE,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,2.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],FALSE,,FALSE
AZ,1,1,4,FALSE,beer_and_wine,quiet,casual,2,TRUE,['casual'],['lot'],,,,,"['lunch', 'dinner']",TRUE,,FALSE
PA,2,2,3.5,TRUE,none,,,2,,,['street'],,,,,,,,TRUE
NV,1,1,3.5,TRUE,none,,,2,,,['lot'],,,,,,,,FALSE
NV,1,1,4,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
AZ,1,1,3,TRUE,none,,,1,,,['lot'],,TRUE,,,,,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,no,TRUE,['lunch'],TRUE,,FALSE
PA,2,2,4.5,TRUE,full_bar,average,casual,3,FALSE,['hipster'],['street'],,TRUE,no,FALSE,['dinner'],TRUE,,FALSE
AZ,1,1,4,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,no,TRUE,['dinner'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['trendy'],"['garage', 'street', 'lot', 'valet']",,TRUE,no,TRUE,['dessert'],TRUE,,TRUE
NV,1,1,3,TRUE,full_bar,average,casual,1,FALSE,[],['lot'],,TRUE,yes,TRUE,['latenight'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,TRUE
AZ,1,1,4,TRUE,full_bar,quiet,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,TRUE,FALSE
AZ,1,1,3,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,TRUE,FALSE
WI,3,2,4,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,TRUE,FALSE
AZ,1,1,3,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,4,FALSE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,4,FALSE,full_bar,average,casual,2,TRUE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
NC,1,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,TRUE,['dinner'],TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
NC,1,2,3.5,TRUE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,[],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,TRUE
NV,1,1,3.5,TRUE,beer_and_wine,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,1.5,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,['breakfast'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['street'],,TRUE,,,['lunch'],TRUE,,TRUE
NV,1,1,3.5,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,TRUE,,FALSE,['lunch'],FALSE,,FALSE
NV,1,1,4,TRUE,full_bar,quiet,casual,2,TRUE,['casual'],['lot'],,TRUE,,TRUE,['brunch'],TRUE,,FALSE
NC,1,2,4,TRUE,beer_and_wine,average,casual,2,FALSE,['casual'],['lot'],,,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,3.5,FALSE,none,average,,2,,"['intimate', 'hipster', 'trendy', 'casual']",['lot'],,,yes,,,TRUE,,TRUE
AZ,1,1,2.5,FALSE,full_bar,average,,2,,['divey'],['lot'],,,outdoor,,,TRUE,,TRUE
PA,2,2,4,TRUE,none,,,1,,,['street'],,,,,,,,TRUE
AZ,1,1,4.5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
NV,1,1,3,TRUE,none,,,2,TRUE,,['lot'],,,,,,,,FALSE
AZ,1,1,5,TRUE,none,,,1,,,['lot'],,,,,,,,FALSE
WI,3,2,4.5,TRUE,none,,,1,,,['street'],,,,,,,,TRUE
AZ,1,1,1.5,TRUE,none,,,2,,,['lot'],,TRUE,,,,,,FALSE
NC,1,2,3,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,outdoor,TRUE,['lunch'],TRUE,,TRUE
AZ,1,1,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,,outdoor,FALSE,['latenight'],TRUE,,TRUE
NV,1,1,3,TRUE,full_bar,average,casual,1,FALSE,[],[],,TRUE,yes,,[],TRUE,,FALSE
AZ,1,1,4,FALSE,full_bar,average,casual,2,FALSE,['hipster'],['lot'],,TRUE,no,FALSE,['dinner'],TRUE,,TRUE
AZ,1,1,3,TRUE,full_bar,loud,casual,2,FALSE,[],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,TRUE
PA,2,2,3.5,TRUE,full_bar,average,casual,2,FALSE,['divey'],['street'],,TRUE,,,['lunch'],TRUE,,TRUE
